IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
118.103.136.245,4,4,0.00,77.06,0.00
118.103.136.244,4,4,0.00,77.08,0.00
197.225.145.26,4,4,0.00,77.10,0.00
92.223.63.9,4,4,0.00,77.18,0.00
92.223.63.5,4,4,0.00,77.26,0.00
197.225.145.26,4,4,0.00,77.31,0.00
92.223.63.24,4,4,0.00,77.31,0.00
92.223.63.9,4,4,0.00,77.42,0.00
92.223.63.7,4,4,0.00,77.70,0.00
31.184.207.62,4,4,0.00,78.09,0.00
92.223.63.5,4,4,0.00,78.41,0.00
92.223.63.6,4,4,0.00,78.88,0.00
92.223.63.23,4,4,0.00,78.97,0.00
92.223.63.26,4,4,0.00,79.02,0.00
92.223.63.25,4,4,0.00,79.18,0.00
92.223.63.28,4,4,0.00,79.31,0.00
31.184.207.8,4,4,0.00,79.48,0.00
92.223.63.26,4,4,0.00,79.53,0.00
31.184.207.4,4,4,0.00,79.83,0.00
92.223.63.21,4,4,0.00,80.23,0.00
31.184.207.6,4,4,0.00,80.54,0.00
92.223.63.25,4,4,0.00,80.91,0.00
31.184.207.6,4,4,0.00,80.95,0.00
92.223.63.11,4,4,0.00,81.10,0.00
92.223.63.6,4,4,0.00,81.61,0.00
92.223.63.8,4,4,0.00,81.93,0.00
31.184.207.7,4,4,0.00,82.36,0.00
92.223.63.22,4,4,0.00,82.73,0.00
92.223.61.21,4,4,0.00,85.84,0.00
92.223.61.25,4,4,0.00,85.90,0.00
92.223.61.25,4,4,0.00,85.93,0.00
92.223.61.23,4,4,0.00,85.93,0.00
92.223.61.21,4,4,0.00,86.05,0.00
146.185.221.132,4,4,0.00,86.13,0.00
92.223.61.24,4,4,0.00,86.14,0.00
92.223.61.30,4,4,0.00,86.20,0.00
92.223.61.23,4,4,0.00,86.23,0.00
146.185.221.132,4,4,0.00,86.57,0.00
146.185.221.190,4,4,0.00,86.69,0.00
92.223.61.24,4,4,0.00,87.16,0.00
185.105.1.14,4,4,0.00,88.35,0.00
185.105.1.10,4,4,0.00,88.47,0.00
82.148.98.42,4,4,0.00,89.13,0.00
185.105.1.10,4,4,0.00,91.46,0.00
92.223.78.23,4,4,0.00,92.58,0.00
92.223.78.22,4,4,0.00,92.59,0.00
82.148.98.42,4,4,0.00,93.72,0.00
185.163.3.62,4,4,0.00,93.88,0.00
185.163.3.4,4,4,0.00,94.03,0.00
185.163.3.61,4,4,0.00,94.37,0.00
185.163.3.4,4,4,0.00,94.54,0.00
5.188.132.14,4,4,0.00,123.79,0.00
5.188.132.5,4,4,0.00,125.62,0.00
5.188.132.5,4,4,0.00,128.62,0.00
92.223.55.4,4,4,0.00,144.97,0.00
92.223.55.6,4,4,0.00,146.25,0.00
92.223.78.30,4,4,0.00,146.34,0.00
94.176.183.12,4,4,0.00,151.18,0.00
94.176.183.8,4,4,0.00,151.43,0.00
151.248.104.91,4,4,0.00,151.63,0.00
92.223.55.5,4,4,0.00,154.68,0.00
94.176.183.6,4,4,0.00,156.25,0.00
93.123.11.13,4,4,0.00,156.63,0.00
93.123.11.12,4,4,0.00,157.30,0.00
151.248.104.91,4,4,0.00,157.93,0.00
92.223.124.41,4,4,0.00,158.00,0.00
92.223.124.23,4,4,0.00,158.46,0.00
94.176.183.7,4,4,0.00,158.90,0.00
92.223.55.4,4,4,0.00,158.99,0.00
5.188.126.6,4,4,0.00,159.68,0.00
92.223.55.6,4,4,0.00,159.73,0.00
94.176.183.7,4,4,0.00,160.92,0.00
94.176.183.8,4,4,0.00,160.97,0.00
92.223.124.26,4,4,0.00,160.98,0.00
92.223.124.30,4,4,0.00,161.03,0.00
92.223.124.8,4,4,0.00,161.12,0.00
94.176.183.61,4,4,0.00,161.30,0.00
92.223.124.48,4,4,0.00,161.47,0.00
92.223.55.5,4,4,0.00,161.74,0.00
92.223.55.62,4,4,0.00,162.04,0.00
92.223.124.62,4,4,0.00,162.34,0.00
92.223.124.17,4,4,0.00,162.35,0.00
94.176.183.11,4,4,0.00,162.39,0.00
92.223.124.23,4,4,0.00,162.83,0.00
92.223.124.39,4,4,0.00,162.84,0.00
92.223.124.16,4,4,0.00,162.93,0.00
92.223.124.26,4,4,0.00,162.96,0.00
92.223.124.25,4,4,0.00,163.17,0.00
94.176.183.6,4,4,0.00,163.30,0.00
92.223.124.38,4,4,0.00,163.34,0.00
94.176.183.62,4,4,0.00,163.47,0.00
92.223.124.8,4,4,0.00,163.47,0.00
92.223.124.6,4,4,0.00,163.50,0.00
93.123.11.62,4,4,0.00,163.62,0.00
93.123.11.14,4,4,0.00,163.68,0.00
92.223.124.9,4,4,0.00,163.71,0.00
92.223.124.10,4,4,0.00,163.77,0.00
92.223.124.24,4,4,0.00,163.84,0.00
92.223.124.10,4,4,0.00,163.95,0.00
92.223.124.13,4,4,0.00,164.03,0.00
92.223.124.6,4,4,0.00,164.07,0.00
92.223.124.35,4,4,0.00,164.15,0.00
92.223.124.28,4,4,0.00,164.29,0.00
94.176.183.5,4,4,0.00,164.58,0.00
94.176.183.5,4,4,0.00,164.59,0.00
92.223.124.49,4,4,0.00,164.63,0.00
92.223.124.42,4,4,0.00,164.65,0.00
102.68.141.74,4,4,0.00,164.75,0.00
92.223.124.32,4,4,0.00,164.81,0.00
92.223.124.17,4,4,0.00,164.83,0.00
92.223.124.15,4,4,0.00,164.92,0.00
92.223.124.4,4,4,0.00,165.03,0.00
5.188.126.6,4,4,0.00,165.13,0.00
102.68.141.74,4,4,0.00,165.16,0.00
92.223.124.34,4,4,0.00,165.22,0.00
92.223.124.39,4,4,0.00,165.52,0.00
92.223.124.40,4,4,0.00,165.54,0.00
94.176.183.11,4,4,0.00,165.58,0.00
92.223.124.41,4,4,0.00,165.64,0.00
92.223.124.31,4,4,0.00,165.76,0.00
92.223.124.15,4,4,0.00,165.95,0.00
5.188.126.7,4,4,0.00,166.01,0.00
92.223.124.36,4,4,0.00,166.15,0.00
92.223.124.29,4,4,0.00,166.20,0.00
94.176.183.12,4,4,0.00,166.25,0.00
92.223.120.10,4,4,0.00,166.33,0.00
92.223.124.24,4,4,0.00,166.34,0.00
92.223.120.15,4,4,0.00,166.41,0.00
92.223.120.13,4,4,0.00,166.42,0.00
92.223.124.43,4,4,0.00,166.43,0.00
92.223.124.40,4,4,0.00,166.53,0.00
92.223.124.5,4,4,0.00,166.67,0.00
5.188.126.14,4,4,0.00,166.68,0.00
92.223.124.16,4,4,0.00,166.76,0.00
92.223.124.28,4,4,0.00,166.81,0.00
92.223.124.38,4,4,0.00,166.86,0.00
92.223.124.33,4,4,0.00,166.94,0.00
92.223.124.9,4,4,0.00,166.97,0.00
92.223.124.45,4,4,0.00,166.97,0.00
92.223.124.42,4,4,0.00,166.97,0.00
5.188.126.4,4,4,0.00,167.01,0.00
92.223.124.49,4,4,0.00,167.05,0.00
92.223.124.33,4,4,0.00,167.07,0.00
92.223.74.21,4,4,0.00,167.16,0.00
92.223.124.37,4,4,0.00,167.20,0.00
62.209.27.232,4,4,0.00,167.55,0.00
92.223.124.29,4,4,0.00,167.57,0.00
92.223.124.22,4,4,0.00,167.60,0.00
92.223.124.12,4,4,0.00,167.60,0.00
92.223.124.44,4,4,0.00,167.64,0.00
92.223.124.31,4,4,0.00,167.72,0.00
92.223.120.14,4,4,0.00,167.78,0.00
89.223.90.4,4,4,0.00,167.87,0.00
92.223.124.37,4,4,0.00,167.89,0.00
92.223.124.48,4,4,0.00,167.90,0.00
92.223.124.44,4,4,0.00,167.92,0.00
92.223.124.25,4,4,0.00,167.97,0.00
92.223.124.4,4,4,0.00,168.01,0.00
5.188.126.5,4,4,0.00,168.02,0.00
93.123.11.14,4,4,0.00,168.06,0.00
92.223.124.5,4,4,0.00,168.24,0.00
92.223.124.22,4,4,0.00,168.44,0.00
5.188.126.5,4,4,0.00,168.83,0.00
92.223.124.36,4,4,0.00,168.90,0.00
5.188.126.4,4,4,0.00,168.95,0.00
92.223.120.15,4,4,0.00,169.01,0.00
92.223.120.12,4,4,0.00,169.02,0.00
92.223.120.10,4,4,0.00,169.06,0.00
92.223.120.14,4,4,0.00,169.08,0.00
92.223.124.12,4,4,0.00,169.10,0.00
89.223.90.4,4,4,0.00,169.42,0.00
92.223.124.30,4,4,0.00,169.52,0.00
93.123.11.11,4,4,0.00,169.53,0.00
92.223.124.35,4,4,0.00,169.56,0.00
92.223.124.32,4,4,0.00,169.86,0.00
92.223.124.13,4,4,0.00,169.86,0.00
92.223.120.12,4,4,0.00,170.35,0.00
92.223.120.13,4,4,0.00,170.41,0.00
92.223.74.20,4,4,0.00,170.48,0.00
92.223.124.43,4,4,0.00,170.54,0.00
93.123.11.13,4,4,0.00,170.97,0.00
5.188.126.7,4,4,0.00,171.05,0.00
194.44.246.206,4,4,0.00,171.17,0.00
92.223.112.28,4,4,0.00,171.24,0.00
93.123.17.142,4,4,0.00,171.30,0.00
93.123.17.147,4,4,0.00,171.44,0.00
93.123.17.166,4,4,0.00,171.58,0.00
92.223.74.26,4,4,0.00,171.62,0.00
92.223.112.4,4,4,0.00,171.63,0.00
92.223.92.26,4,4,0.00,171.70,0.00
92.223.74.21,4,4,0.00,171.93,0.00
93.123.11.11,4,4,0.00,171.94,0.00
92.223.124.45,4,4,0.00,172.02,0.00
93.123.17.133,4,4,0.00,172.03,0.00
92.223.124.61,4,4,0.00,172.03,0.00
93.123.17.150,4,4,0.00,172.05,0.00
92.223.112.55,4,4,0.00,172.11,0.00
92.223.124.34,4,4,0.00,172.14,0.00
93.123.17.141,4,4,0.00,172.34,0.00
93.123.17.169,4,4,0.00,172.41,0.00
78.111.103.5,4,4,0.00,172.45,0.00
92.223.112.28,4,4,0.00,172.46,0.00
194.44.246.206,4,4,0.00,172.46,0.00
93.123.17.165,4,4,0.00,172.50,0.00
78.111.103.5,4,4,0.00,172.52,0.00
93.123.17.167,4,4,0.00,172.59,0.00
80.240.113.12,4,4,0.00,172.86,0.00
93.123.17.144,4,4,0.00,172.91,0.00
92.223.112.23,4,4,0.00,172.94,0.00
93.123.17.141,4,4,0.00,173.11,0.00
93.123.17.135,4,4,0.00,173.12,0.00
92.223.112.61,4,4,0.00,173.12,0.00
92.223.78.22,4,4,0.00,173.20,0.00
93.123.17.138,4,4,0.00,173.24,0.00
93.123.17.151,4,4,0.00,173.29,0.00
93.123.17.172,4,4,0.00,173.46,0.00
92.223.92.22,4,4,0.00,173.65,0.00
92.223.78.23,4,4,0.00,173.66,0.00
92.223.74.20,4,4,0.00,173.74,0.00
93.123.17.164,4,4,0.00,173.76,0.00
93.123.17.145,4,4,0.00,173.79,0.00
180.149.90.66,4,4,0.00,173.83,0.00
93.123.17.155,4,4,0.00,173.92,0.00
92.223.112.11,4,4,0.00,173.96,0.00
93.123.17.162,4,4,0.00,173.97,0.00
93.123.17.140,4,4,0.00,173.99,0.00
92.223.112.12,4,4,0.00,174.08,0.00
93.123.17.132,4,4,0.00,174.09,0.00
93.123.17.168,4,4,0.00,174.12,0.00
93.123.17.158,4,4,0.00,174.13,0.00
93.123.17.253,4,4,0.00,174.23,0.00
93.123.17.173,4,4,0.00,174.40,0.00
93.123.17.146,4,4,0.00,174.43,0.00
93.123.17.159,4,4,0.00,174.43,0.00
93.123.17.174,4,4,0.00,174.45,0.00
93.123.17.159,4,4,0.00,174.45,0.00
93.123.17.164,4,4,0.00,174.60,0.00
92.223.112.57,4,4,0.00,174.68,0.00
93.123.17.144,4,4,0.00,174.69,0.00
93.123.17.163,4,4,0.00,174.69,0.00
93.123.17.135,4,4,0.00,174.76,0.00
92.223.112.22,4,4,0.00,174.84,0.00
93.123.17.154,4,4,0.00,174.89,0.00
93.123.17.166,4,4,0.00,174.95,0.00
93.123.17.151,4,4,0.00,175.00,0.00
93.123.17.173,4,4,0.00,175.05,0.00
93.123.17.148,4,4,0.00,175.07,0.00
93.123.17.142,4,4,0.00,175.08,0.00
93.123.17.139,4,4,0.00,175.17,0.00
93.123.17.254,4,4,0.00,175.19,0.00
93.123.17.132,4,4,0.00,175.22,0.00
93.123.17.148,4,4,0.00,175.39,0.00
93.123.17.134,4,4,0.00,175.44,0.00
93.123.17.137,4,4,0.00,175.51,0.00
93.123.17.157,4,4,0.00,175.54,0.00
92.223.112.58,4,4,0.00,175.56,0.00
93.123.17.143,4,4,0.00,175.59,0.00
93.123.17.139,4,4,0.00,175.84,0.00
93.123.17.136,4,4,0.00,175.86,0.00
93.123.17.138,4,4,0.00,175.93,0.00
93.123.17.147,4,4,0.00,175.97,0.00
93.123.17.170,4,4,0.00,176.05,0.00
93.123.17.158,4,4,0.00,176.08,0.00
93.123.17.162,4,4,0.00,176.12,0.00
93.123.17.154,4,4,0.00,176.16,0.00
93.123.17.156,4,4,0.00,176.28,0.00
93.123.17.171,4,4,0.00,176.30,0.00
92.223.112.12,4,4,0.00,176.46,0.00
93.123.17.156,4,4,0.00,176.48,0.00
93.123.17.153,4,4,0.00,176.51,0.00
93.123.17.145,4,4,0.00,176.54,0.00
92.223.74.26,4,4,0.00,176.57,0.00
93.123.17.171,4,4,0.00,176.69,0.00
93.123.17.136,4,4,0.00,176.79,0.00
62.209.27.232,4,4,0.00,177.09,0.00
93.123.11.12,4,4,0.00,177.12,0.00
93.123.17.172,4,4,0.00,177.20,0.00
93.123.17.161,4,4,0.00,177.41,0.00
93.123.17.163,4,4,0.00,177.44,0.00
93.123.17.174,4,4,0.00,177.47,0.00
93.123.17.153,4,4,0.00,177.48,0.00
93.123.17.137,4,4,0.00,177.51,0.00
93.123.17.168,4,4,0.00,177.74,0.00
78.111.103.62,4,4,0.00,177.78,0.00
93.123.17.146,4,4,0.00,177.88,0.00
92.223.112.60,4,4,0.00,177.94,0.00
92.223.112.62,4,4,0.00,177.94,0.00
80.240.113.13,4,4,0.00,177.98,0.00
93.123.17.169,4,4,0.00,178.00,0.00
93.123.17.143,4,4,0.00,178.15,0.00
93.123.17.160,4,4,0.00,178.26,0.00
93.123.17.167,4,4,0.00,178.41,0.00
213.156.156.5,4,4,0.00,178.52,0.00
93.123.17.133,4,4,0.00,178.52,0.00
92.223.112.26,4,4,0.00,178.76,0.00
93.123.17.170,4,4,0.00,178.80,0.00
93.123.17.157,4,4,0.00,179.04,0.00
93.123.17.134,4,4,0.00,179.21,0.00
80.240.113.61,4,4,0.00,179.23,0.00
93.123.17.160,4,4,0.00,179.27,0.00
92.223.123.43,4,4,0.00,179.50,0.00
93.123.17.161,4,4,0.00,179.98,0.00
93.123.11.61,4,4,0.00,180.27,0.00
80.240.113.11,4,4,0.00,180.29,0.00
93.123.17.140,4,4,0.00,180.37,0.00
185.239.153.12,4,4,0.00,180.41,0.00
180.149.90.66,4,4,0.00,180.44,0.00
80.240.113.7,4,4,0.00,180.46,0.00
93.123.17.150,4,4,0.00,180.52,0.00
185.239.153.15,4,4,0.00,180.60,0.00
217.76.64.195,4,4,0.00,180.71,0.00
217.76.64.90,4,4,0.00,180.88,0.00
5.101.217.4,4,4,0.00,180.95,0.00
93.123.17.155,4,4,0.00,180.95,0.00
5.188.121.136,4,4,0.00,180.98,0.00
92.223.92.25,4,4,0.00,181.02,0.00
92.223.92.22,4,4,0.00,181.20,0.00
5.188.121.134,4,4,0.00,181.44,0.00
93.123.17.165,4,4,0.00,181.74,0.00
5.188.121.158,4,4,0.00,181.78,0.00
185.239.153.4,4,4,0.00,182.13,0.00
5.188.121.138,4,4,0.00,182.16,0.00
5.188.121.178,4,4,0.00,182.28,0.00
80.240.113.4,4,4,0.00,182.44,0.00
78.111.103.4,4,4,0.00,182.45,0.00
5.188.121.195,4,4,0.00,182.56,0.00
78.111.103.4,4,4,0.00,182.57,0.00
78.111.103.61,4,4,0.00,182.62,0.00
5.188.121.141,4,4,0.00,182.67,0.00
80.240.113.5,4,4,0.00,182.68,0.00
5.188.121.145,4,4,0.00,182.95,0.00
80.240.113.14,4,4,0.00,183.26,0.00
92.223.123.24,4,4,0.00,183.26,0.00
92.223.92.25,4,4,0.00,183.33,0.00
92.223.112.56,4,4,0.00,183.33,0.00
5.188.121.156,4,4,0.00,183.39,0.00
5.188.121.166,4,4,0.00,183.42,0.00
92.223.123.4,4,4,0.00,183.43,0.00
80.240.113.9,4,4,0.00,183.70,0.00
92.223.122.219,4,4,0.00,183.70,0.00
92.223.123.47,4,4,0.00,183.83,0.00
79.133.108.24,4,4,0.00,183.87,0.00
5.188.121.170,4,4,0.00,183.88,0.00
92.223.123.45,4,4,0.00,183.91,0.00
92.223.122.169,4,4,0.00,184.16,0.00
5.188.121.180,4,4,0.00,184.17,0.00
5.101.217.4,4,4,0.00,184.38,0.00
185.239.153.26,4,4,0.00,184.38,0.00
80.240.113.62,4,4,0.00,184.41,0.00
5.188.121.201,4,4,0.00,184.42,0.00
213.156.156.62,4,4,0.00,184.52,0.00
79.133.108.25,4,4,0.00,184.52,0.00
92.223.122.167,4,4,0.00,184.61,0.00
5.101.219.5,4,4,0.00,184.68,0.00
92.223.92.24,4,4,0.00,184.72,0.00
92.223.123.50,4,4,0.00,184.85,0.00
92.223.92.26,4,4,0.00,184.96,0.00
5.188.121.192,4,4,0.00,185.01,0.00
80.240.113.11,4,4,0.00,185.13,0.00
5.188.121.165,4,4,0.00,185.20,0.00
213.156.156.4,4,4,0.00,185.26,0.00
5.188.121.143,4,4,0.00,185.33,0.00
5.188.121.184,4,4,0.00,185.39,0.00
5.188.121.151,4,4,0.00,185.47,0.00
80.240.113.6,4,4,0.00,185.48,0.00
80.240.113.4,4,4,0.00,185.53,0.00
92.223.123.7,4,4,0.00,185.58,0.00
185.244.209.61,4,4,0.00,185.67,0.00
185.239.153.6,4,4,0.00,185.74,0.00
185.244.209.62,4,4,0.00,185.76,0.00
92.223.123.25,4,4,0.00,185.88,0.00
82.200.205.204,4,4,0.00,185.89,0.00
5.188.121.183,4,4,0.00,185.93,0.00
92.223.123.18,4,4,0.00,185.93,0.00
5.188.121.179,4,4,0.00,185.96,0.00
92.223.123.9,4,4,0.00,186.06,0.00
80.240.113.13,4,4,0.00,186.08,0.00
5.188.121.133,4,4,0.00,186.18,0.00
5.188.121.177,4,4,0.00,186.28,0.00
5.188.121.157,4,4,0.00,186.29,0.00
92.223.123.22,4,4,0.00,186.50,0.00
92.223.92.23,4,4,0.00,186.52,0.00
5.188.121.138,4,4,0.00,186.55,0.00
80.240.113.10,4,4,0.00,186.56,0.00
5.188.121.137,4,4,0.00,186.64,0.00
92.223.123.34,4,4,0.00,186.65,0.00
92.223.92.23,4,4,0.00,186.67,0.00
92.223.123.47,4,4,0.00,186.73,0.00
92.223.123.48,4,4,0.00,186.74,0.00
80.240.113.6,4,4,0.00,186.76,0.00
92.223.123.46,4,4,0.00,186.78,0.00
79.133.108.14,4,4,0.00,186.82,0.00
5.188.121.197,4,4,0.00,186.98,0.00
92.223.122.165,4,4,0.00,186.98,0.00
79.133.108.13,4,4,0.00,187.00,0.00
5.188.121.198,4,4,0.00,187.05,0.00
5.188.121.135,4,4,0.00,187.06,0.00
80.93.221.62,4,4,0.00,187.09,0.00
92.223.92.30,4,4,0.00,187.10,0.00
92.223.92.24,4,4,0.00,187.16,0.00
5.188.121.168,4,4,0.00,187.17,0.00
80.93.221.61,4,4,0.00,187.20,0.00
5.188.121.183,4,4,0.00,187.26,0.00
92.223.122.172,4,4,0.00,187.28,0.00
5.188.121.165,4,4,0.00,187.29,0.00
92.223.123.19,4,4,0.00,187.29,0.00
92.223.123.15,4,4,0.00,187.30,0.00
92.223.123.36,4,4,0.00,187.39,0.00
5.188.121.161,4,4,0.00,187.42,0.00
92.223.123.45,4,4,0.00,187.47,0.00
5.188.121.151,4,4,0.00,187.50,0.00
5.188.121.166,4,4,0.00,187.54,0.00
95.85.69.7,4,4,0.00,187.59,0.00
5.188.121.192,4,4,0.00,187.64,0.00
92.223.123.40,4,4,0.00,187.72,0.00
5.188.121.153,4,4,0.00,187.74,0.00
195.14.146.81,4,4,0.00,187.78,0.00
92.223.123.13,4,4,0.00,187.79,0.00
92.223.123.34,4,4,0.00,187.81,0.00
5.188.121.132,4,4,0.00,187.95,0.00
92.223.123.21,4,4,0.00,187.96,0.00
92.223.123.15,4,4,0.00,188.05,0.00
92.223.123.14,4,4,0.00,188.27,0.00
92.223.123.20,4,4,0.00,188.35,0.00
92.223.122.173,4,4,0.00,188.36,0.00
80.240.113.5,4,4,0.00,188.36,0.00
92.223.122.180,4,4,0.00,188.38,0.00
185.244.209.4,4,4,0.00,188.38,0.00
80.240.113.14,4,4,0.00,188.42,0.00
5.188.121.172,4,4,0.00,188.42,0.00
92.223.122.187,4,4,0.00,188.51,0.00
92.223.123.33,4,4,0.00,188.56,0.00
5.188.121.194,4,4,0.00,188.56,0.00
79.133.108.9,4,4,0.00,188.62,0.00
5.188.121.163,4,4,0.00,188.64,0.00
92.223.123.30,4,4,0.00,188.70,0.00
217.76.64.195,4,4,0.00,188.73,0.00
5.188.121.167,4,4,0.00,188.73,0.00
5.188.121.160,4,4,0.00,188.95,0.00
92.223.123.48,4,4,0.00,189.00,0.00
92.223.122.252,4,4,0.00,189.02,0.00
95.85.69.7,4,4,0.00,189.05,0.00
92.223.123.41,4,4,0.00,189.06,0.00
185.249.133.4,4,4,0.00,189.11,0.00
5.188.121.149,4,4,0.00,189.16,0.00
92.223.122.184,4,4,0.00,189.16,0.00
5.188.7.13,4,4,0.00,189.28,0.00
5.188.121.175,4,4,0.00,189.28,0.00
95.85.69.6,4,4,0.00,189.32,0.00
92.223.123.32,4,4,0.00,189.33,0.00
92.223.123.40,4,4,0.00,189.34,0.00
185.244.209.4,4,4,0.00,189.38,0.00
92.223.123.33,4,4,0.00,189.39,0.00
5.188.121.173,4,4,0.00,189.43,0.00
92.223.123.29,4,4,0.00,189.52,0.00
