IP地址,端口,TLS,数据中心,地区,城市,网络延迟
79.133.108.4,443,true,KBP,Europe,Kyiv,36 ms
197.215.140.235,443,true,MRS,Europe,Marseille,36 ms
79.133.108.17,443,true,KBP,Europe,Kyiv,36 ms
5.188.126.6,443,true,MAD,Europe,Madrid,37 ms
80.240.113.8,443,true,ARN,Europe,Stockholm,37 ms
93.123.38.5,443,true,RIX,Europe,Riga,38 ms
195.22.198.49,443,true,PMO,Europe,Palermo,38 ms
213.156.156.5,443,true,DUB,Europe,Dublin,38 ms
92.38.142.21,443,true,IST,Europe,Istanbul,38 ms
79.133.108.10,443,true,KBP,Europe,Kyiv,38 ms
79.133.108.24,443,true,KBP,Europe,Kyiv,39 ms
91.243.87.4,443,true,KIV,Europe,Chișinău,39 ms
92.38.142.25,443,true,IST,Europe,Istanbul,40 ms
91.243.87.5,443,true,KIV,Europe,Chișinău,41 ms
202.78.162.5,443,true,IST,Europe,Istanbul,42 ms
92.38.142.29,443,true,IST,Europe,Istanbul,42 ms
202.78.162.4,443,true,IST,Europe,Istanbul,42 ms
93.123.11.11,443,true,LHR,Europe,London,43 ms
185.158.211.186,443,true,KBP,Europe,Kyiv,43 ms
93.123.38.62,443,true,RIX,Europe,Riga,43 ms
92.223.92.24,443,true,WAW,Europe,Warsaw,44 ms
5.188.126.5,443,true,MAD,Europe,Madrid,44 ms
79.133.108.25,443,true,KBP,Europe,Kyiv,44 ms
80.93.210.4,443,true,ATH,Europe,Athens,45 ms
202.78.162.62,443,true,IST,Europe,Istanbul,45 ms
197.215.140.234,443,true,MRS,Europe,Marseille,46 ms
5.188.126.4,443,true,MAD,Europe,Madrid,47 ms
5.188.126.14,443,true,MAD,Europe,Madrid,47 ms
79.133.108.62,443,true,KBP,Europe,Kyiv,48 ms
94.176.183.6,443,true,CDG,Europe,Paris,48 ms
202.78.162.61,443,true,IST,Europe,Istanbul,48 ms
202.78.162.6,443,true,IST,Europe,Istanbul,50 ms
5.188.126.7,443,true,MAD,Europe,Madrid,50 ms
92.38.142.30,443,true,IST,Europe,Istanbul,52 ms
79.133.108.26,443,true,KBP,Europe,Kyiv,55 ms
91.243.87.62,443,true,OTP,Europe,Bucharest,55 ms
45.82.100.4,443,true,EVN,Middle East,Yerevan,57 ms
45.82.100.62,443,true,EVN,Middle East,Yerevan,58 ms
195.14.146.81,443,true,LCA,Europe,Nicosia,61 ms
45.82.100.5,443,true,EVN,Middle East,Yerevan,64 ms
45.82.100.61,443,true,EVN,Middle East,Yerevan,64 ms
46.49.10.229,443,true,TBS,Europe,Tbilisi,65 ms
151.248.104.91,443,true,RUH,Middle East,Riyadh,66 ms
94.43.206.202,443,true,TBS,Europe,Tbilisi,66 ms
92.223.47.4,443,true,MRS,Europe,Marseille,68 ms
213.156.156.62,443,true,DUB,Europe,Dublin,69 ms
92.223.47.62,443,true,MRS,Europe,Marseille,70 ms
5.188.94.5,443,true,TLV,Middle East,Tel Aviv,70 ms
92.223.47.61,443,true,MRS,Europe,Marseille,71 ms
213.244.64.66,443,true,ZDM,Middle East,Ramallah,71 ms
185.188.144.61,443,true,ARN,Europe,Stockholm,73 ms
82.213.5.50,443,true,ZDM,Middle East,Ramallah,74 ms
130.193.166.2,443,true,EBL,Middle East,Erbil,74 ms
185.188.144.5,443,true,ARN,Europe,Stockholm,75 ms
92.38.168.13,443,true,EWR,North America,Newark,79 ms
92.38.168.14,443,true,EWR,North America,Newark,79 ms
185.188.144.7,443,true,ARN,Europe,Stockholm,79 ms
92.38.168.5,443,true,EWR,North America,Newark,80 ms
185.188.144.8,443,true,ARN,Europe,Stockholm,81 ms
185.188.144.62,443,true,ARN,Europe,Stockholm,81 ms
185.188.144.4,443,true,ARN,Europe,Stockholm,83 ms
5.189.207.14,443,true,ALA,Asia Pacific,Almaty,86 ms
185.76.48.122,443,true,FRA,Europe,Frankfurt,87 ms
193.169.250.62,443,true,DME,Europe,Moscow,88 ms
195.216.237.201,443,true,DME,Europe,Moscow,88 ms
5.189.207.5,443,true,ALA,Asia Pacific,Almaty,89 ms
92.38.168.7,443,true,EWR,North America,Newark,89 ms
195.216.237.199,443,true,DME,Europe,Moscow,89 ms
195.216.237.203,443,true,DME,Europe,Moscow,93 ms
5.188.132.5,443,true,HKG,Asia Pacific,Hong Kong,93 ms
80.93.223.4,443,true,BOS,North America,Boston,95 ms
5.189.207.4,443,true,ALA,Asia Pacific,Almaty,96 ms
195.216.237.221,443,true,DME,Europe,Moscow,96 ms
151.248.104.69,443,true,KWI,Middle East,Kuwait City,96 ms
92.223.68.27,443,true,ORD,North America,Chicago,97 ms
92.223.118.20,443,true,IAD,North America,Ashburn,97 ms
92.223.68.30,443,true,ORD,North America,Chicago,98 ms
92.223.68.25,443,true,ORD,North America,Chicago,99 ms
5.188.132.14,443,true,HKG,Asia Pacific,Hong Kong,99 ms
37.110.209.228,443,true,HKG,Asia Pacific,Hong Kong,99 ms
92.223.118.14,443,true,IAD,North America,Ashburn,99 ms
80.93.223.61,443,true,BOS,North America,Boston,100 ms
92.223.118.17,443,true,IAD,North America,Ashburn,100 ms
92.223.118.19,443,true,IAD,North America,Ashburn,100 ms
109.68.233.242,443,true,SVX,Asia Pacific,Yekaterinburg,101 ms
193.169.250.4,443,true,DME,Europe,Moscow,101 ms
5.101.222.14,443,true,YYZ,North America,Toronto,101 ms
5.101.222.5,443,true,YYZ,North America,Toronto,101 ms
92.223.118.15,443,true,IAD,North America,Ashburn,102 ms
5.101.222.13,443,true,YYZ,North America,Toronto,102 ms
45.65.8.4,443,true,MSP,North America,Minneapolis,102 ms
185.215.162.226,443,true,DME,Europe,Moscow,102 ms
92.223.68.26,443,true,ORD,North America,Chicago,103 ms
193.169.250.5,443,true,DME,Europe,Moscow,103 ms
185.48.136.150,443,true,DME,Europe,Moscow,104 ms
195.216.237.222,443,true,DME,Europe,Moscow,106 ms
102.67.99.66,443,true,LIS,Europe,Lisbon,106 ms
62.209.27.232,443,true,RUH,Middle East,Riyadh,106 ms
92.223.118.16,443,true,IAD,North America,Ashburn,107 ms
92.38.159.4,443,true,ATL,North America,Atlanta,107 ms
94.128.12.238,443,true,KWI,Middle East,Kuwait City,109 ms
5.101.222.4,443,true,YYZ,North America,Toronto,109 ms
180.149.90.66,443,true,ULN,Asia Pacific,Ulaanbaatar,109 ms
82.200.205.204,443,true,ALA,Asia Pacific,Almaty,110 ms
92.38.159.14,443,true,ATL,North America,Atlanta,110 ms
150.107.126.61,443,true,PMO,Europe,Palermo,111 ms
195.216.237.197,443,true,DME,Europe,Moscow,111 ms
92.38.159.5,443,true,ATL,North America,Atlanta,112 ms
197.148.108.106,443,true,JNB,Africa,Johannesburg,115 ms
150.107.126.62,443,true,LHR,Europe,London,115 ms
92.223.107.62,443,true,MIA,North America,Miami,115 ms
45.65.8.62,443,true,MSP,North America,Minneapolis,116 ms
150.107.126.4,443,true,PMO,Europe,Palermo,117 ms
92.223.107.61,443,true,MIA,North America,Miami,119 ms
92.223.107.40,443,true,MIA,North America,Miami,119 ms
102.67.99.50,443,true,LIS,Europe,Lisbon,120 ms
92.223.107.45,443,true,MIA,North America,Miami,121 ms
80.93.221.62,443,true,DEN,North America,Denver,123 ms
80.93.221.61,443,true,DEN,North America,Denver,124 ms
185.101.136.29,443,true,DFW,North America,Dallas,124 ms
92.223.107.56,443,true,MIA,North America,Miami,125 ms
185.101.136.7,443,true,DFW,North America,Dallas,125 ms
134.0.219.26,443,true,MCT,Middle East,Muscat,127 ms
80.93.223.62,443,true,BOS,North America,Boston,127 ms
92.223.107.58,443,true,MIA,North America,Miami,127 ms
185.101.136.12,443,true,DFW,North America,Dallas,128 ms
185.101.136.30,443,true,DFW,North America,Dallas,129 ms
45.65.8.61,443,true,MSP,North America,Minneapolis,130 ms
82.148.98.42,443,true,DOH,Middle East,Doha,131 ms
185.101.136.8,443,true,DFW,North America,Dallas,132 ms
5.8.92.5,443,true,MFE,North America,McAllen,132 ms
92.223.107.44,443,true,MIA,North America,Miami,132 ms
5.8.92.62,443,true,MFE,North America,McAllen,132 ms
5.8.92.4,443,true,IAH,North America,Houston,133 ms
92.223.107.43,443,true,MIA,North America,Miami,134 ms
80.93.221.4,443,true,DEN,North America,Denver,134 ms
185.105.1.10,443,true,BOM,Asia Pacific,Mumbai,136 ms
185.101.136.13,443,true,DFW,North America,Dallas,136 ms
78.111.103.62,443,true,SEA,North America,Seattle,138 ms
5.8.92.6,443,true,IAH,North America,Houston,140 ms
78.111.103.5,443,true,SEA,North America,Seattle,141 ms
185.105.1.14,443,true,BOM,Asia Pacific,Mumbai,141 ms
89.223.90.4,443,true,CDG,Europe,Paris,142 ms
92.223.107.57,443,true,MIA,North America,Miami,143 ms
78.111.103.4,443,true,SEA,North America,Seattle,145 ms
213.156.144.7,443,true,IAH,North America,Houston,145 ms
213.156.144.6,443,true,QRO,North America,Queretaro,145 ms
213.156.144.62,443,true,QRO,North America,Queretaro,147 ms
213.156.144.5,443,true,QRO,North America,Queretaro,147 ms
92.223.107.42,443,true,MIA,North America,Miami,147 ms
92.223.120.10,443,true,SJC,North America,San Jose,148 ms
92.223.120.12,443,true,SJC,North America,San Jose,148 ms
92.223.120.13,443,true,SJC,North America,San Jose,149 ms
134.0.219.37,443,true,MCT,Middle East,Muscat,149 ms
185.163.3.62,443,true,HKG,Asia Pacific,Hong Kong,150 ms
185.163.3.4,443,true,RUH,Middle East,Riyadh,151 ms
80.240.124.11,443,true,FOR,South America,Fortaleza,152 ms
80.240.124.5,443,true,FOR,South America,Fortaleza,152 ms
80.240.124.8,443,true,FOR,South America,Fortaleza,152 ms
80.240.124.4,443,true,FOR,South America,Fortaleza,153 ms
92.223.120.15,443,true,SJC,North America,San Jose,153 ms
80.240.124.10,443,true,FOR,South America,Fortaleza,153 ms
78.111.103.61,443,true,SEA,North America,Seattle,153 ms
78.111.101.62,443,true,CPT,Africa,Cape Town,153 ms
87.120.106.4,443,true,MDE,South America,Medellín,154 ms
80.240.124.7,443,true,FOR,South America,Fortaleza,155 ms
92.38.170.6,443,true,LAX,North America,Los Angeles,155 ms
87.120.106.61,443,true,MDE,South America,Medellín,155 ms
80.240.124.9,443,true,FOR,South America,Fortaleza,155 ms
92.223.116.220,443,true,SIN,Asia Pacific,Singapore,156 ms
80.240.124.61,443,true,FOR,South America,Fortaleza,156 ms
80.240.124.6,443,true,FOR,South America,Fortaleza,156 ms
92.38.170.10,443,true,LAX,North America,Los Angeles,156 ms
92.38.170.7,443,true,LAX,North America,Los Angeles,158 ms
87.120.106.5,443,true,MDE,South America,Medellín,158 ms
92.223.120.14,443,true,SJC,North America,San Jose,158 ms
179.51.50.82,443,true,MIA,North America,Miami,161 ms
213.156.144.4,443,true,IAH,North America,Houston,161 ms
87.120.106.9,443,true,BOG,South America,Bogotá,162 ms
87.120.106.62,443,true,MDE,South America,Medellín,163 ms
80.93.215.6,443,true,MDE,South America,Medellín,163 ms
87.120.106.11,443,true,MDE,South America,Medellín,164 ms
213.156.151.6,443,true,LIM,South America,Lima,165 ms
213.156.151.5,443,true,LIM,South America,Lima,165 ms
78.111.101.4,443,true,CPT,Africa,Cape Town,165 ms
92.223.116.254,443,true,SIN,Asia Pacific,Singapore,166 ms
92.38.170.8,443,true,LAX,North America,Los Angeles,166 ms
213.156.151.4,443,true,LIM,South America,Lima,167 ms
181.174.80.182,443,true,MIA,North America,Miami,167 ms
213.156.151.61,443,true,SCL,South America,Santiago,168 ms
213.156.151.62,443,true,LIM,South America,Lima,168 ms
80.93.215.61,443,true,MDE,South America,Medellín,168 ms
200.10.177.54,443,true,MIA,North America,Miami,168 ms
102.68.141.74,443,true,DUR,Africa,Durban,168 ms
185.101.136.9,443,true,DFW,North America,Dallas,169 ms
87.120.106.8,443,true,MDE,South America,Medellín,169 ms
92.223.116.205,443,true,SIN,Asia Pacific,Singapore,170 ms
92.223.116.224,443,true,SIN,Asia Pacific,Singapore,170 ms
179.0.200.126,443,true,GUA,North America,Guatemala City,171 ms
43.245.140.2,443,true,DAC,Asia Pacific,Dhaka,172 ms
92.223.116.203,443,true,SIN,Asia Pacific,Singapore,173 ms
92.223.116.221,443,true,SIN,Asia Pacific,Singapore,173 ms
92.223.76.25,443,true,HKG,Asia Pacific,Hong Kong,173 ms
92.223.76.23,443,true,HKG,Asia Pacific,Hong Kong,173 ms
80.93.215.5,443,true,MDE,South America,Medellín,175 ms
92.223.76.24,443,true,HKG,Asia Pacific,Hong Kong,175 ms
80.93.215.4,443,true,MDE,South America,Medellín,177 ms
80.93.215.62,443,true,MDE,South America,Medellín,178 ms
185.163.3.61,443,true,HKG,Asia Pacific,Hong Kong,178 ms
78.111.101.61,443,true,CPT,Africa,Cape Town,178 ms
170.238.234.217,443,true,FOR,South America,Fortaleza,180 ms
217.76.64.195,443,true,ALA,Asia Pacific,Almaty,180 ms
80.93.215.7,443,true,MDE,South America,Medellín,182 ms
92.223.76.20,443,true,HKG,Asia Pacific,Hong Kong,182 ms
181.39.11.210,443,true,GYE,South America,Guayaquil,185 ms
80.240.124.62,443,true,FOR,South America,Fortaleza,188 ms
190.95.248.34,443,true,GYE,South America,Guayaquil,188 ms
102.130.69.141,443,true,LAD,Africa,Luanda,188 ms
213.156.144.61,443,true,QRO,North America,Queretaro,188 ms
92.223.116.253,443,true,SIN,Asia Pacific,Singapore,190 ms
103.211.151.21,443,true,KTM,Asia Pacific,Kathmandu,190 ms
92.223.116.207,443,true,SIN,Asia Pacific,Singapore,190 ms
92.223.116.222,443,true,SIN,Asia Pacific,Singapore,190 ms
5.188.133.10,443,true,JNB,Africa,Johannesburg,191 ms
92.223.12.25,443,true,GRU,South America,São Paulo,191 ms
92.223.12.6,443,true,GRU,South America,São Paulo,192 ms
45.82.103.5,443,true,SCL,South America,Santiago,192 ms
45.82.103.4,443,true,SCL,South America,Santiago,192 ms
45.82.103.6,443,true,SCL,South America,Santiago,192 ms
92.223.116.223,443,true,SIN,Asia Pacific,Singapore,193 ms
92.223.12.20,443,true,GRU,South America,São Paulo,195 ms
92.223.12.7,443,true,GRU,South America,São Paulo,195 ms
171.229.196.136,443,true,SIN,Asia Pacific,Singapore,195 ms
92.223.12.27,443,true,GRU,South America,São Paulo,195 ms
92.223.12.26,443,true,GRU,South America,São Paulo,195 ms
92.223.12.13,443,true,GRU,South America,São Paulo,196 ms
92.223.12.8,443,true,GRU,South America,São Paulo,196 ms
45.82.103.61,443,true,SCL,South America,Santiago,197 ms
95.85.92.5,443,true,GIG,South America,Rio de Janeiro,197 ms
95.85.92.4,443,true,GIG,South America,Rio de Janeiro,197 ms
92.223.76.30,443,true,HKG,Asia Pacific,Hong Kong,198 ms
171.229.196.135,443,true,SIN,Asia Pacific,Singapore,199 ms
171.234.242.198,443,true,HKG,Asia Pacific,Hong Kong,199 ms
95.85.92.7,443,true,GIG,South America,Rio de Janeiro,200 ms
171.229.196.133,443,true,SIN,Asia Pacific,Singapore,200 ms
45.82.103.62,443,true,SCL,South America,Santiago,201 ms
95.85.92.6,443,true,GIG,South America,Rio de Janeiro,201 ms
92.223.12.12,443,true,GRU,South America,São Paulo,201 ms
92.223.12.18,443,true,GRU,South America,São Paulo,203 ms
197.188.22.102,443,true,CPT,Africa,Cape Town,205 ms
95.85.92.62,443,true,GIG,South America,Rio de Janeiro,205 ms
92.223.61.30,443,true,ICN,Asia Pacific,Seoul,206 ms
171.229.196.134,443,true,SIN,Asia Pacific,Singapore,206 ms
171.229.196.137,443,true,SIN,Asia Pacific,Singapore,207 ms
87.120.164.62,443,true,EZE,South America,Buenos Aires,212 ms
87.120.164.61,443,true,EZE,South America,Buenos Aires,212 ms
95.85.92.8,443,true,GIG,South America,Rio de Janeiro,213 ms
87.120.164.4,443,true,EZE,South America,Buenos Aires,213 ms
87.120.164.6,443,true,EZE,South America,Buenos Aires,213 ms
41.210.189.22,443,true,JNB,Africa,Johannesburg,213 ms
5.188.133.11,443,true,JNB,Africa,Johannesburg,213 ms
45.82.103.7,443,true,SCL,South America,Santiago,214 ms
171.229.196.132,443,true,SIN,Asia Pacific,Singapore,214 ms
92.223.12.9,443,true,GRU,South America,São Paulo,215 ms
87.120.164.7,443,true,EZE,South America,Buenos Aires,215 ms
92.223.12.11,443,true,GRU,South America,São Paulo,215 ms
92.223.12.30,443,true,GRU,South America,São Paulo,216 ms
193.36.180.5,443,true,GRU,South America,São Paulo,216 ms
87.120.164.5,443,true,EZE,South America,Buenos Aires,216 ms
193.36.180.7,443,true,GRU,South America,São Paulo,218 ms
92.223.12.4,443,true,GRU,South America,São Paulo,219 ms
92.223.12.5,443,true,GRU,South America,São Paulo,219 ms
92.223.12.10,443,true,GRU,South America,São Paulo,220 ms
171.229.196.138,443,true,SIN,Asia Pacific,Singapore,221 ms
193.36.180.4,443,true,GRU,South America,São Paulo,223 ms
82.97.205.62,443,true,EZE,South America,Buenos Aires,224 ms
92.223.61.23,443,true,ICN,Asia Pacific,Seoul,227 ms
92.223.61.24,443,true,ICN,Asia Pacific,Seoul,228 ms
92.223.61.21,443,true,ICN,Asia Pacific,Seoul,228 ms
193.36.180.6,443,true,GRU,South America,São Paulo,229 ms
171.234.242.195,443,true,HKG,Asia Pacific,Hong Kong,230 ms
82.97.205.4,443,true,EZE,South America,Buenos Aires,231 ms
82.97.205.61,443,true,EZE,South America,Buenos Aires,233 ms
92.223.63.8,443,true,NRT,Asia Pacific,Tokyo,237 ms
92.223.63.10,443,true,NRT,Asia Pacific,Tokyo,237 ms
31.184.207.62,443,true,KIX,Asia Pacific,Osaka,238 ms
120.28.10.46,443,true,SIN,Asia Pacific,Singapore,238 ms
31.184.207.5,443,true,KIX,Asia Pacific,Osaka,240 ms
171.234.242.197,443,true,HKG,Asia Pacific,Hong Kong,240 ms
31.184.207.4,443,true,KIX,Asia Pacific,Osaka,242 ms
92.223.63.11,443,true,NRT,Asia Pacific,Tokyo,242 ms
92.223.63.23,443,true,NRT,Asia Pacific,Tokyo,243 ms
31.184.207.6,443,true,KIX,Asia Pacific,Osaka,243 ms
31.184.207.8,443,true,KIX,Asia Pacific,Osaka,243 ms
92.223.63.22,443,true,NRT,Asia Pacific,Tokyo,245 ms
31.184.207.7,443,true,KIX,Asia Pacific,Osaka,245 ms
82.97.205.5,443,true,EZE,South America,Buenos Aires,245 ms
186.16.19.94,443,true,ASU,South America,Asunción,249 ms
92.223.63.28,443,true,NRT,Asia Pacific,Tokyo,250 ms
92.223.78.23,443,true,SYD,Oceania,Sydney,252 ms
92.223.63.25,443,true,NRT,Asia Pacific,Tokyo,255 ms
5.252.26.10,443,true,SIN,Asia Pacific,Singapore,255 ms
92.223.63.6,443,true,NRT,Asia Pacific,Tokyo,259 ms
5.252.26.4,443,true,SIN,Asia Pacific,Singapore,260 ms
92.223.63.27,443,true,NRT,Asia Pacific,Tokyo,260 ms
92.223.78.30,443,true,SYD,Oceania,Sydney,263 ms
92.223.63.26,443,true,NRT,Asia Pacific,Tokyo,263 ms
1.37.77.98,443,true,MNL,Asia Pacific,Manila,264 ms
92.223.63.24,443,true,NRT,Asia Pacific,Tokyo,269 ms
118.103.136.245,443,true,SIN,Asia Pacific,Singapore,270 ms
92.223.78.22,443,true,SYD,Oceania,Sydney,270 ms
5.252.26.5,443,true,SIN,Asia Pacific,Singapore,270 ms
5.252.26.8,443,true,SIN,Asia Pacific,Singapore,272 ms
5.252.26.61,443,true,SIN,Asia Pacific,Singapore,273 ms
197.225.145.26,443,true,MRU,Africa,Port Louis,275 ms
5.252.26.11,443,true,SIN,Asia Pacific,Singapore,279 ms
5.252.26.6,443,true,SIN,Asia Pacific,Singapore,279 ms
92.223.63.4,443,true,NRT,Asia Pacific,Tokyo,280 ms
5.252.26.9,443,true,SIN,Asia Pacific,Singapore,282 ms
5.252.26.7,443,true,SIN,Asia Pacific,Singapore,286 ms
146.185.221.132,443,true,MEL,Oceania,Melbourne,286 ms
146.185.221.190,443,true,MEL,Oceania,Melbourne,287 ms
5.252.26.62,443,true,SIN,Asia Pacific,Singapore,289 ms
92.223.63.21,443,true,NRT,Asia Pacific,Tokyo,315 ms
92.223.63.9,443,true,NRT,Asia Pacific,Tokyo,363 ms
92.223.63.7,443,true,NRT,Asia Pacific,Tokyo,376 ms
92.223.63.29,443,true,NRT,Asia Pacific,Tokyo,406 ms
