IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
5.8.92.5,4,4,0.00,48.82,0.00
5.8.92.62,4,4,0.00,48.90,0.00
45.65.8.62,4,4,0.00,49.12,0.00
45.65.8.61,4,4,0.00,49.41,0.00
92.38.159.4,4,4,0.00,55.00,0.00
92.38.159.5,4,4,0.00,55.09,0.00
92.38.159.4,4,4,0.00,55.11,0.00
92.38.159.5,4,4,0.00,55.15,0.00
92.38.159.14,4,4,0.00,55.28,0.00
5.101.222.5,4,4,0.00,59.90,0.00
5.101.222.13,4,4,0.00,60.00,0.00
5.101.222.4,4,4,0.00,60.04,0.00
5.101.222.14,4,4,0.00,60.21,0.00
213.156.144.61,4,4,0.00,60.31,0.00
213.156.144.4,4,4,0.00,60.41,0.00
213.156.144.7,4,4,0.00,60.53,0.00
5.101.222.4,4,4,0.00,60.75,0.00
213.156.144.5,4,4,0.00,60.96,0.00
5.101.222.5,4,4,0.00,60.97,0.00
213.156.144.7,4,4,0.00,61.07,0.00
213.156.144.62,4,4,0.00,61.13,0.00
213.156.144.5,4,4,0.00,61.21,0.00
213.156.144.4,4,4,0.00,61.27,0.00
213.156.144.6,4,4,0.00,61.29,0.00
213.156.144.6,4,4,0.00,61.32,0.00
92.223.107.57,4,4,0.00,70.35,0.00
92.223.107.58,4,4,0.00,70.40,0.00
92.223.107.39,4,4,0.00,70.40,0.00
92.223.107.53,4,4,0.00,70.42,0.00
92.223.107.56,4,4,0.00,70.45,0.00
92.223.107.55,4,4,0.00,70.45,0.00
92.223.107.54,4,4,0.00,70.46,0.00
92.38.168.5,4,4,0.00,70.46,0.00
92.223.107.36,4,4,0.00,70.47,0.00
92.223.107.43,4,4,0.00,70.49,0.00
92.223.107.44,4,4,0.00,70.52,0.00
92.223.107.57,4,4,0.00,70.54,0.00
92.223.107.44,4,4,0.00,70.55,0.00
92.223.107.36,4,4,0.00,70.56,0.00
92.223.107.38,4,4,0.00,70.57,0.00
92.223.107.38,4,4,0.00,70.58,0.00
92.223.107.42,4,4,0.00,70.58,0.00
92.223.107.53,4,4,0.00,70.60,0.00
92.223.107.40,4,4,0.00,70.62,0.00
92.223.107.39,4,4,0.00,70.63,0.00
92.38.168.14,4,4,0.00,70.67,0.00
92.38.168.13,4,4,0.00,70.69,0.00
92.223.107.61,4,4,0.00,70.69,0.00
92.223.107.58,4,4,0.00,70.70,0.00
92.223.107.54,4,4,0.00,70.70,0.00
92.38.168.7,4,4,0.00,70.78,0.00
92.223.107.45,4,4,0.00,70.79,0.00
92.223.107.40,4,4,0.00,70.83,0.00
92.38.168.5,4,4,0.00,70.93,0.00
92.223.107.56,4,4,0.00,70.96,0.00
92.223.107.45,4,4,0.00,71.06,0.00
92.223.107.43,4,4,0.00,71.20,0.00
92.38.168.7,4,4,0.00,71.56,0.00
92.223.107.62,4,4,0.00,71.58,0.00
92.223.107.42,4,4,0.00,71.71,0.00
92.223.107.55,4,4,0.00,72.95,0.00
92.223.118.12,4,4,0.00,75.85,0.00
92.223.118.21,4,4,0.00,75.93,0.00
92.223.118.5,4,4,0.00,76.01,0.00
92.223.118.8,4,4,0.00,76.02,0.00
92.223.118.19,4,4,0.00,76.03,0.00
92.223.118.19,4,4,0.00,76.03,0.00
92.223.118.23,4,4,0.00,76.05,0.00
92.223.118.18,4,4,0.00,76.05,0.00
92.223.118.20,4,4,0.00,76.06,0.00
92.223.118.22,4,4,0.00,76.07,0.00
92.223.118.17,4,4,0.00,76.11,0.00
92.223.118.15,4,4,0.00,76.11,0.00
92.223.118.25,4,4,0.00,76.13,0.00
92.223.118.25,4,4,0.00,76.26,0.00
92.223.118.10,4,4,0.00,76.27,0.00
92.223.118.5,4,4,0.00,76.30,0.00
92.223.118.24,4,4,0.00,76.30,0.00
92.223.118.24,4,4,0.00,76.31,0.00
92.223.118.4,4,4,0.00,76.32,0.00
92.223.118.16,4,4,0.00,76.38,0.00
92.223.118.7,4,4,0.00,76.42,0.00
92.223.118.8,4,4,0.00,76.43,0.00
80.93.223.4,4,4,0.00,76.44,0.00
92.223.118.21,4,4,0.00,76.45,0.00
92.223.118.4,4,4,0.00,76.48,0.00
92.223.118.22,4,4,0.00,76.49,0.00
92.223.118.14,4,4,0.00,76.51,0.00
92.223.118.14,4,4,0.00,76.52,0.00
80.93.223.4,4,4,0.00,76.52,0.00
92.223.118.41,4,4,0.00,76.53,0.00
92.223.118.37,4,4,0.00,76.53,0.00
92.223.118.20,4,4,0.00,76.54,0.00
80.93.223.61,4,4,0.00,76.59,0.00
92.223.118.38,4,4,0.00,76.62,0.00
92.223.118.18,4,4,0.00,76.65,0.00
92.223.118.10,4,4,0.00,76.68,0.00
92.223.118.39,4,4,0.00,76.68,0.00
92.223.118.16,4,4,0.00,76.69,0.00
92.223.118.7,4,4,0.00,76.71,0.00
92.223.118.40,4,4,0.00,76.73,0.00
92.223.118.15,4,4,0.00,76.76,0.00
92.223.118.37,4,4,0.00,76.83,0.00
92.223.118.39,4,4,0.00,76.85,0.00
92.223.118.23,4,4,0.00,76.89,0.00
92.223.118.17,4,4,0.00,76.92,0.00
80.93.223.62,4,4,0.00,76.99,0.00
92.223.118.42,4,4,0.00,77.02,0.00
92.223.118.12,4,4,0.00,77.10,0.00
92.223.118.40,4,4,0.00,77.10,0.00
92.223.118.38,4,4,0.00,77.12,0.00
179.51.50.82,4,4,0.00,98.47,0.00
181.174.80.182,4,4,0.00,98.98,0.00
181.174.80.182,4,4,0.00,99.06,0.00
31.184.207.5,4,4,0.00,103.74,0.00
87.120.106.8,4,4,0.00,103.83,0.00
179.51.50.82,4,4,0.00,103.85,0.00
87.120.106.9,4,4,0.00,103.90,0.00
87.120.106.5,4,4,0.00,103.92,0.00
87.120.106.5,4,4,0.00,103.92,0.00
87.120.106.11,4,4,0.00,103.92,0.00
87.120.106.4,4,4,0.00,103.97,0.00
87.120.106.4,4,4,0.00,103.97,0.00
87.120.106.8,4,4,0.00,103.98,0.00
87.120.106.9,4,4,0.00,104.06,0.00
87.120.106.62,4,4,0.00,104.10,0.00
87.120.106.11,4,4,0.00,104.15,0.00
87.120.106.61,4,4,0.00,104.21,0.00
31.184.207.62,4,4,0.00,104.24,0.00
31.184.207.7,4,4,0.00,104.24,0.00
31.184.207.6,4,4,0.00,104.27,0.00
31.184.207.8,4,4,0.00,104.38,0.00
31.184.207.7,4,4,0.00,104.52,0.00
31.184.207.5,4,4,0.00,104.84,0.00
31.184.207.8,4,4,0.00,104.87,0.00
31.184.207.4,4,4,0.00,105.00,0.00
31.184.207.6,4,4,0.00,105.08,0.00
31.184.207.4,4,4,0.00,105.18,0.00
92.223.63.29,4,4,0.00,105.64,0.00
92.223.63.27,4,4,0.00,106.15,0.00
92.223.63.21,4,4,0.00,106.18,0.00
92.223.63.28,4,4,0.00,106.23,0.00
92.223.63.22,4,4,0.00,106.31,0.00
92.223.63.10,4,4,0.00,106.86,0.00
92.223.63.23,4,4,0.00,106.89,0.00
92.223.63.8,4,4,0.00,106.90,0.00
92.223.63.4,4,4,0.00,106.92,0.00
92.223.63.24,4,4,0.00,106.92,0.00
92.223.63.6,4,4,0.00,106.93,0.00
92.223.63.9,4,4,0.00,106.96,0.00
92.223.63.7,4,4,0.00,106.97,0.00
92.223.63.29,4,4,0.00,107.12,0.00
92.223.63.8,4,4,0.00,107.43,0.00
92.223.63.4,4,4,0.00,107.50,0.00
92.223.63.26,4,4,0.00,107.58,0.00
92.223.63.5,4,4,0.00,107.59,0.00
92.223.63.26,4,4,0.00,107.60,0.00
92.223.63.27,4,4,0.00,107.72,0.00
92.223.63.22,4,4,0.00,107.75,0.00
92.223.63.9,4,4,0.00,107.80,0.00
92.223.63.21,4,4,0.00,108.16,0.00
92.223.63.6,4,4,0.00,108.29,0.00
92.223.63.25,4,4,0.00,108.30,0.00
92.223.63.7,4,4,0.00,108.35,0.00
92.223.63.23,4,4,0.00,108.40,0.00
92.223.63.11,4,4,0.00,108.42,0.00
92.223.63.28,4,4,0.00,108.53,0.00
92.223.63.10,4,4,0.00,108.72,0.00
92.223.63.25,4,4,0.00,108.83,0.00
92.223.63.11,4,4,0.00,109.23,0.00
92.223.63.24,4,4,0.00,109.32,0.00
92.223.63.5,4,4,0.00,109.41,0.00
80.93.215.4,4,4,0.00,114.41,0.00
80.93.215.5,4,4,0.00,114.49,0.00
80.93.215.7,4,4,0.00,114.59,0.00
80.93.215.6,4,4,0.00,114.69,0.00
80.93.215.7,4,4,0.00,115.16,0.00
80.93.215.6,4,4,0.00,115.22,0.00
80.93.215.61,4,4,0.00,115.24,0.00
80.93.215.5,4,4,0.00,115.31,0.00
80.93.215.62,4,4,0.00,115.83,0.00
80.93.215.4,4,4,0.00,115.99,0.00
213.156.151.4,4,4,0.00,117.05,0.00
213.156.151.5,4,4,0.00,117.08,0.00
213.156.151.5,4,4,0.00,117.13,0.00
213.156.151.62,4,4,0.00,117.19,0.00
213.156.151.4,4,4,0.00,117.20,0.00
213.156.151.6,4,4,0.00,117.63,0.00
213.156.151.6,4,4,0.00,117.69,0.00
213.156.151.61,4,4,0.00,117.80,0.00
179.0.200.100,4,4,0.00,120.27,0.00
179.0.200.102,4,4,0.00,120.33,0.00
179.0.200.126,4,4,0.00,120.45,0.00
80.240.124.10,4,4,0.00,131.59,0.00
80.240.124.6,4,4,0.00,131.61,0.00
80.240.124.9,4,4,0.00,131.63,0.00
80.240.124.8,4,4,0.00,131.64,0.00
80.240.124.10,4,4,0.00,131.67,0.00
80.240.124.62,4,4,0.00,131.69,0.00
80.240.124.6,4,4,0.00,131.71,0.00
80.240.124.7,4,4,0.00,131.74,0.00
80.240.124.5,4,4,0.00,131.74,0.00
80.240.124.4,4,4,0.00,131.74,0.00
80.240.124.11,4,4,0.00,131.76,0.00
80.240.124.11,4,4,0.00,131.82,0.00
80.240.124.7,4,4,0.00,131.84,0.00
200.10.177.54,4,4,0.00,131.93,0.00
80.240.124.9,4,4,0.00,131.94,0.00
80.240.124.8,4,4,0.00,131.95,0.00
80.240.124.5,4,4,0.00,132.07,0.00
80.240.124.61,4,4,0.00,132.24,0.00
200.10.177.54,4,4,0.00,133.72,0.00
80.240.124.4,4,4,0.00,133.98,0.00
190.95.248.34,4,4,0.00,137.41,0.00
190.95.248.34,4,4,0.00,138.49,0.00
93.123.11.14,4,4,0.00,139.25,0.00
93.123.11.61,4,4,0.00,141.13,0.00
92.223.61.25,4,4,0.00,141.25,0.00
92.223.61.21,4,4,0.00,141.26,0.00
92.223.61.24,4,4,0.00,141.28,0.00
92.223.61.23,4,4,0.00,141.42,0.00
92.223.61.23,4,4,0.00,141.44,0.00
92.223.61.21,4,4,0.00,141.47,0.00
92.223.61.24,4,4,0.00,141.73,0.00
92.223.61.30,4,4,0.00,141.90,0.00
93.123.11.14,4,4,0.00,141.95,0.00
92.223.61.25,4,4,0.00,142.10,0.00
93.123.11.12,4,4,0.00,142.15,0.00
93.123.11.11,4,4,0.00,142.28,0.00
93.123.11.12,4,4,0.00,142.30,0.00
93.123.11.62,4,4,0.00,142.30,0.00
93.123.11.11,4,4,0.00,142.41,0.00
93.123.11.13,4,4,0.00,142.66,0.00
93.123.11.13,4,4,0.00,142.93,0.00
45.82.103.6,4,4,0.00,145.11,0.00
93.123.17.171,4,4,0.00,145.17,0.00
45.82.103.4,4,4,0.00,145.20,0.00
45.82.103.7,4,4,0.00,145.20,0.00
45.82.103.4,4,4,0.00,145.22,0.00
45.82.103.5,4,4,0.00,145.25,0.00
45.82.103.6,4,4,0.00,145.25,0.00
45.82.103.7,4,4,0.00,145.34,0.00
93.123.17.254,4,4,0.00,145.56,0.00
45.82.103.61,4,4,0.00,145.57,0.00
45.82.103.62,4,4,0.00,145.58,0.00
45.82.103.5,4,4,0.00,145.86,0.00
93.123.17.132,4,4,0.00,146.24,0.00
93.123.17.140,4,4,0.00,146.27,0.00
93.123.17.158,4,4,0.00,146.40,0.00
93.123.17.155,4,4,0.00,146.44,0.00
93.123.17.156,4,4,0.00,146.44,0.00
93.123.17.141,4,4,0.00,146.47,0.00
93.123.17.145,4,4,0.00,146.52,0.00
93.123.17.165,4,4,0.00,146.72,0.00
93.123.17.133,4,4,0.00,146.82,0.00
93.123.17.160,4,4,0.00,146.85,0.00
93.123.17.168,4,4,0.00,147.21,0.00
93.123.17.142,4,4,0.00,147.26,0.00
94.176.183.8,4,4,0.00,147.30,0.00
93.123.17.165,4,4,0.00,147.33,0.00
93.123.17.141,4,4,0.00,147.36,0.00
93.123.17.139,4,4,0.00,147.38,0.00
93.123.17.135,4,4,0.00,147.51,0.00
93.123.17.164,4,4,0.00,147.55,0.00
93.123.17.146,4,4,0.00,147.56,0.00
93.123.17.163,4,4,0.00,147.56,0.00
93.123.17.137,4,4,0.00,147.58,0.00
93.123.17.154,4,4,0.00,147.65,0.00
93.123.17.157,4,4,0.00,147.77,0.00
93.123.17.132,4,4,0.00,148.10,0.00
93.123.17.144,4,4,0.00,148.11,0.00
93.123.17.138,4,4,0.00,148.16,0.00
93.123.17.174,4,4,0.00,148.19,0.00
93.123.17.144,4,4,0.00,148.21,0.00
94.176.183.11,4,4,0.00,148.22,0.00
93.123.17.136,4,4,0.00,148.23,0.00
94.176.183.8,4,4,0.00,148.23,0.00
93.123.17.143,4,4,0.00,148.25,0.00
94.176.183.12,4,4,0.00,148.25,0.00
93.123.17.142,4,4,0.00,148.26,0.00
93.123.17.163,4,4,0.00,148.26,0.00
94.176.183.7,4,4,0.00,148.29,0.00
93.123.17.156,4,4,0.00,148.31,0.00
93.123.17.136,4,4,0.00,148.32,0.00
93.123.17.172,4,4,0.00,148.36,0.00
93.123.17.146,4,4,0.00,148.36,0.00
93.123.17.134,4,4,0.00,148.37,0.00
93.123.17.153,4,4,0.00,148.40,0.00
93.123.17.158,4,4,0.00,148.44,0.00
93.123.17.161,4,4,0.00,148.49,0.00
93.123.17.167,4,4,0.00,148.51,0.00
93.123.17.139,4,4,0.00,148.52,0.00
93.123.17.172,4,4,0.00,148.53,0.00
93.123.17.253,4,4,0.00,148.54,0.00
93.123.17.162,4,4,0.00,148.55,0.00
93.123.17.171,4,4,0.00,148.55,0.00
94.176.183.6,4,4,0.00,148.55,0.00
93.123.17.167,4,4,0.00,148.57,0.00
93.123.17.140,4,4,0.00,148.65,0.00
93.123.17.170,4,4,0.00,148.71,0.00
93.123.17.159,4,4,0.00,148.73,0.00
93.123.17.133,4,4,0.00,148.75,0.00
93.123.17.154,4,4,0.00,148.79,0.00
93.123.17.153,4,4,0.00,148.79,0.00
93.123.17.135,4,4,0.00,148.82,0.00
93.123.17.148,4,4,0.00,148.84,0.00
93.123.17.166,4,4,0.00,149.07,0.00
93.123.17.174,4,4,0.00,149.11,0.00
93.123.17.151,4,4,0.00,149.15,0.00
94.176.183.5,4,4,0.00,149.17,0.00
94.176.183.61,4,4,0.00,149.22,0.00
93.123.17.145,4,4,0.00,149.26,0.00
93.123.17.155,4,4,0.00,149.31,0.00
93.123.17.173,4,4,0.00,149.35,0.00
93.123.17.170,4,4,0.00,149.41,0.00
93.123.17.169,4,4,0.00,149.41,0.00
93.123.17.134,4,4,0.00,149.44,0.00
93.123.17.143,4,4,0.00,149.45,0.00
93.123.17.166,4,4,0.00,149.45,0.00
93.123.17.159,4,4,0.00,149.45,0.00
93.123.17.160,4,4,0.00,149.47,0.00
94.176.183.62,4,4,0.00,149.48,0.00
93.123.17.162,4,4,0.00,149.56,0.00
93.123.17.137,4,4,0.00,149.61,0.00
94.176.183.12,4,4,0.00,149.62,0.00
93.123.17.164,4,4,0.00,149.69,0.00
93.123.17.148,4,4,0.00,149.93,0.00
93.123.17.161,4,4,0.00,150.15,0.00
93.123.17.150,4,4,0.00,150.22,0.00
93.123.17.147,4,4,0.00,150.22,0.00
94.176.183.11,4,4,0.00,150.34,0.00
94.176.183.6,4,4,0.00,150.38,0.00
94.176.183.7,4,4,0.00,150.39,0.00
93.123.17.147,4,4,0.00,150.48,0.00
93.123.17.157,4,4,0.00,150.49,0.00
93.123.17.150,4,4,0.00,150.59,0.00
94.176.183.5,4,4,0.00,150.60,0.00
93.123.17.151,4,4,0.00,150.63,0.00
93.123.17.168,4,4,0.00,150.69,0.00
80.15.252.33,4,4,0.00,150.83,0.00
80.15.252.1,4,4,0.00,150.86,0.00
181.39.11.210,4,4,0.00,150.93,0.00
80.15.252.25,4,4,0.00,151.15,0.00
80.15.252.33,4,4,0.00,151.24,0.00
80.15.252.9,4,4,0.00,151.26,0.00
181.39.11.210,4,4,0.00,151.31,0.00
93.123.17.138,4,4,0.00,151.34,0.00
93.123.17.169,4,4,0.00,151.35,0.00
80.15.252.25,4,4,0.00,151.42,0.00
80.15.252.1,4,4,0.00,151.44,0.00
80.15.252.9,4,4,0.00,151.46,0.00
93.123.17.173,4,4,0.00,151.61,0.00
213.156.156.61,4,4,0.00,151.91,0.00
213.156.156.5,4,4,0.00,152.84,0.00
213.156.156.5,4,4,0.00,153.74,0.00
213.156.156.4,4,4,0.00,154.10,0.00
213.156.156.4,4,4,0.00,154.17,0.00
92.223.124.49,4,4,0.00,154.70,0.00
92.223.76.23,4,4,0.00,154.95,0.00
92.223.76.24,4,4,0.00,155.04,0.00
185.244.209.4,4,4,0.00,155.05,0.00
92.223.124.25,4,4,0.00,155.06,0.00
80.240.113.4,4,4,0.00,155.08,0.00
92.223.76.24,4,4,0.00,155.11,0.00
80.240.113.6,4,4,0.00,155.12,0.00
80.240.113.62,4,4,0.00,155.15,0.00
80.240.113.7,4,4,0.00,155.26,0.00
213.156.156.62,4,4,0.00,155.27,0.00
80.240.113.14,4,4,0.00,155.28,0.00
80.240.113.5,4,4,0.00,155.31,0.00
80.240.113.8,4,4,0.00,155.31,0.00
92.223.124.15,4,4,0.00,155.32,0.00
92.223.76.25,4,4,0.00,155.34,0.00
80.240.113.12,4,4,0.00,155.35,0.00
80.240.113.11,4,4,0.00,155.41,0.00
185.244.209.61,4,4,0.00,155.42,0.00
92.223.76.20,4,4,0.00,155.48,0.00
80.240.113.10,4,4,0.00,155.49,0.00
185.244.209.4,4,4,0.00,155.50,0.00
80.240.113.13,4,4,0.00,155.50,0.00
92.223.76.25,4,4,0.00,155.54,0.00
80.240.113.4,4,4,0.00,155.54,0.00
185.244.209.62,4,4,0.00,155.56,0.00
92.223.124.48,4,4,0.00,155.58,0.00
92.223.124.61,4,4,0.00,155.64,0.00
92.223.76.20,4,4,0.00,155.67,0.00
80.240.113.61,4,4,0.00,155.68,0.00
92.223.124.6,4,4,0.00,155.74,0.00
92.223.76.23,4,4,0.00,155.78,0.00
92.223.124.12,4,4,0.00,155.78,0.00
92.223.112.4,4,4,0.00,155.80,0.00
80.240.113.11,4,4,0.00,155.85,0.00
80.240.113.9,4,4,0.00,155.88,0.00
92.223.124.5,4,4,0.00,155.88,0.00
92.223.112.61,4,4,0.00,155.88,0.00
92.223.124.38,4,4,0.00,155.92,0.00
92.223.112.12,4,4,0.00,155.96,0.00
92.223.124.26,4,4,0.00,156.01,0.00
92.223.76.30,4,4,0.00,156.05,0.00
92.223.112.23,4,4,0.00,156.08,0.00
92.223.124.40,4,4,0.00,156.08,0.00
92.223.124.40,4,4,0.00,156.09,0.00
92.223.124.24,4,4,0.00,156.10,0.00
92.223.124.29,4,4,0.00,156.15,0.00
92.223.124.12,4,4,0.00,156.18,0.00
92.223.124.45,4,4,0.00,156.26,0.00
92.223.124.4,4,4,0.00,156.28,0.00
92.223.124.33,4,4,0.00,156.33,0.00
92.223.124.36,4,4,0.00,156.36,0.00
92.223.124.23,4,4,0.00,156.38,0.00
80.240.113.10,4,4,0.00,156.40,0.00
92.223.124.16,4,4,0.00,156.40,0.00
80.240.113.12,4,4,0.00,156.46,0.00
92.223.124.26,4,4,0.00,156.48,0.00
92.223.124.32,4,4,0.00,156.53,0.00
92.223.124.45,4,4,0.00,156.56,0.00
92.223.124.37,4,4,0.00,156.57,0.00
92.223.124.34,4,4,0.00,156.60,0.00
92.223.124.30,4,4,0.00,156.63,0.00
92.223.124.8,4,4,0.00,156.65,0.00
80.240.113.6,4,4,0.00,156.65,0.00
92.223.124.32,4,4,0.00,156.69,0.00
92.223.124.44,4,4,0.00,156.70,0.00
80.240.113.7,4,4,0.00,156.70,0.00
80.240.113.14,4,4,0.00,156.71,0.00
92.223.124.23,4,4,0.00,156.74,0.00
92.223.124.48,4,4,0.00,156.74,0.00
92.223.124.22,4,4,0.00,156.76,0.00
92.223.124.22,4,4,0.00,156.77,0.00
92.223.112.26,4,4,0.00,156.79,0.00
92.223.124.30,4,4,0.00,156.80,0.00
92.223.112.28,4,4,0.00,156.80,0.00
92.223.124.10,4,4,0.00,156.81,0.00
92.223.124.6,4,4,0.00,156.81,0.00
92.223.124.31,4,4,0.00,156.83,0.00
92.223.124.25,4,4,0.00,156.86,0.00
92.223.124.62,4,4,0.00,156.87,0.00
92.223.124.44,4,4,0.00,156.89,0.00
92.223.124.29,4,4,0.00,156.91,0.00
92.223.124.41,4,4,0.00,156.93,0.00
92.223.124.4,4,4,0.00,156.93,0.00
92.223.124.5,4,4,0.00,156.94,0.00
92.223.124.16,4,4,0.00,156.97,0.00
92.223.112.62,4,4,0.00,156.98,0.00
92.223.124.41,4,4,0.00,157.00,0.00
92.223.112.12,4,4,0.00,157.03,0.00
92.223.124.9,4,4,0.00,157.07,0.00
92.223.124.13,4,4,0.00,157.23,0.00
80.240.113.5,4,4,0.00,157.24,0.00
92.223.124.15,4,4,0.00,157.26,0.00
92.223.124.10,4,4,0.00,157.30,0.00
92.223.124.36,4,4,0.00,157.31,0.00
92.223.112.55,4,4,0.00,157.35,0.00
92.223.124.39,4,4,0.00,157.37,0.00
92.223.112.22,4,4,0.00,157.38,0.00
92.223.124.34,4,4,0.00,157.40,0.00
92.223.124.8,4,4,0.00,157.40,0.00
92.223.124.38,4,4,0.00,157.43,0.00
92.223.124.28,4,4,0.00,157.43,0.00
92.223.124.42,4,4,0.00,157.44,0.00
92.223.124.42,4,4,0.00,157.58,0.00
92.223.124.13,4,4,0.00,157.60,0.00
92.223.124.17,4,4,0.00,157.60,0.00
92.223.124.43,4,4,0.00,157.66,0.00
92.223.124.35,4,4,0.00,157.66,0.00
92.223.124.28,4,4,0.00,157.69,0.00
92.223.124.39,4,4,0.00,157.71,0.00
92.223.124.37,4,4,0.00,157.75,0.00
92.223.124.17,4,4,0.00,157.82,0.00
92.223.55.4,4,4,0.00,157.97,0.00
92.223.124.31,4,4,0.00,158.06,0.00
92.223.112.57,4,4,0.00,158.07,0.00
92.223.124.49,4,4,0.00,158.08,0.00
80.240.113.8,4,4,0.00,158.10,0.00
92.223.124.43,4,4,0.00,158.17,0.00
92.223.55.4,4,4,0.00,158.21,0.00
92.223.124.24,4,4,0.00,158.25,0.00
92.223.124.9,4,4,0.00,158.30,0.00
92.223.112.56,4,4,0.00,158.32,0.00
92.223.124.35,4,4,0.00,158.58,0.00
92.223.124.33,4,4,0.00,158.60,0.00
80.240.113.9,4,4,0.00,158.72,0.00
92.223.112.11,4,4,0.00,158.77,0.00
92.223.55.5,4,4,0.00,158.83,0.00
92.223.112.28,4,4,0.00,158.96,0.00
92.223.112.58,4,4,0.00,159.00,0.00
92.223.112.60,4,4,0.00,159.47,0.00
92.223.55.6,4,4,0.00,159.51,0.00
92.223.55.6,4,4,0.00,159.59,0.00
92.223.55.5,4,4,0.00,159.75,0.00
92.223.55.62,4,4,0.00,159.94,0.00
80.15.252.17,4,4,0.00,160.30,0.00
80.15.252.17,4,4,0.00,160.43,0.00
80.240.113.13,4,4,0.00,161.35,0.00
92.223.116.201,4,4,0.00,163.18,0.00
93.123.38.4,4,4,0.00,163.45,0.00
93.123.38.5,4,4,0.00,163.53,0.00
93.123.38.4,4,4,0.00,163.76,0.00
93.123.38.5,4,4,0.00,163.93,0.00
92.223.116.217,4,4,0.00,164.03,0.00
93.123.38.62,4,4,0.00,164.05,0.00
45.82.101.8,4,4,0.00,164.14,0.00
170.238.234.217,4,4,0.00,164.50,0.00
170.238.234.217,4,4,0.00,164.59,0.00
87.120.164.7,4,4,0.00,165.28,0.00
45.82.101.5,4,4,0.00,165.32,0.00
87.120.164.5,4,4,0.00,165.35,0.00
87.120.164.62,4,4,0.00,165.40,0.00
87.120.164.5,4,4,0.00,165.43,0.00
87.120.164.6,4,4,0.00,165.46,0.00
87.120.164.6,4,4,0.00,165.49,0.00
87.120.164.61,4,4,0.00,165.51,0.00
87.120.164.4,4,4,0.00,165.52,0.00
87.120.164.4,4,4,0.00,165.55,0.00
87.120.164.7,4,4,0.00,165.60,0.00
45.82.101.9,4,4,0.00,165.83,0.00
45.82.101.62,4,4,0.00,166.41,0.00
45.82.101.7,4,4,0.00,166.65,0.00
92.223.92.24,4,4,0.00,166.77,0.00
45.82.101.9,4,4,0.00,166.80,0.00
45.82.101.7,4,4,0.00,166.81,0.00
5.188.126.5,4,4,0.00,166.96,0.00
45.82.101.6,4,4,0.00,167.01,0.00
92.223.92.25,4,4,0.00,167.05,0.00
5.188.126.4,4,4,0.00,167.06,0.00
92.223.92.26,4,4,0.00,167.15,0.00
